Company,City,Country,Client Tier,Gap Type,Action Required,Priority
DVS Technology Group,Frankfurt am Main,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Sedus Stoll AG,Dogern,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hartmetall-Werkzeugfabrik Paul Horn GmbH,Tübingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Sauels AG,Kempen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
AVO - Werke August Beisse GmbH,Belm,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
WILLI ELBE Gelenkwellen GmbH & Co. KG,Tamm,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DELO Industrie Klebstoffe GmbH&Co.KGaA,Windach,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Nadler Feinkost GmbH,Bottrop,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Goldhofer AG,Memmingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Rampf Holding GmbH + Co. KG,Grafenberg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
AWW Wutöschingen,Wutöschingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Suffel Fördertechnik GmbH & Co. KG,Aschaffenburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
SLR Giesserei St. Leon-Rot GmbH,Sankt Leon-Rot,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Delkeskamp Verpackungswerke GmbH,Nortrup,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Altrad Germany GmbH,Leipzig,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Forster Verkehrs- und Werbetechnik GmbH,Waidhofen an der Ybbs,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
REHAU Gesellschaft m.b.H,Guntramsdorf,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
dormakaba Austria GmbH,Herzogenburg,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
City Clean GmbH,Oberkrämer,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
coffee perfect GmbH,Osnabrück,DE,3,WRONG CONTACT ROLE (have: Head of Sales),Find Geschäftsführer/CEO (currently have Head of Sales),LOW
TROTEC Laser GmbH,Marchtrenk,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Eplan Software & Service GmbH & Co. KG,Monheim am Rhein,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
STIHL Gesellschaft m. b. H.,Vösendorf,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Ceratizit Austria GmbH,Reutte,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kostwein Maschinenbau GmbH,Klagenfurt,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
HEGEMANN-REINERS AG,Bremen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Stieglbrauerei zu Salzburg GmbH,Salzburg,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
RATTPACK Flexibles GmbH,Wolfurt,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Rudolf Hörmann GmbH & Co. KG,Buchloe,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ZEMAN Bauelemente Produktionsgesellschaft mbH,Scheifling,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
EVG Entwicklungs- und Verwertungs- Gesellschaft m.b.H.,Raaba,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Scheuch GmbH,Aurolzmünster,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
GESIG Gesellschaft für Signalanlagen Gesellschaft m.b.H,Wien,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Boehlerit GmbH & Co. KG,Kapfenberg,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Rohrdorfer Baustoffe Austria GmbH,Langenzersdorf,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
MEA Group GmbH,Aichach,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ROTO FRANK AUSTRIA GmbH,Kalsdorf bei Graz,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
AL-KO Technology Austria GmbH,Ramsau im Zillertal,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
PEZ International GmbH,Traun,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hermann Bösch Ges.m.b.H. & CO KG,Wolkersdorf im Weinviertel,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Stahlbau Schauenberg GmbH,Kirchzarten,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ALPHA COM Deutschland GmbH,Hamburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Ebner Industrieofenbau Gesellschaft m.b.H.,Leonding,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
HELLA Sonnen- und Wetterschutztechnik GmbH,Abfaltersbach,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Holthaus Medical GmbH,Remscheid,DE,3,WRONG CONTACT ROLE (have: Vertriebsleiter),Find Geschäftsführer/CEO (currently have Vertriebsleiter),LOW
Jockel Brandschutztechnik,Pulheim,DE,3,WRONG CONTACT ROLE (have: Vertriebsleiter),Find Geschäftsführer/CEO (currently have Vertriebsleiter),LOW
Danhauser GmbH & Co. Baustoffe,Amberg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Arnold Lammering GmbH,Schüttorf,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hofmeister & Meincke GmbH,Bremen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kern & Sohn GmbH,Balingen,DE,3,WRONG CONTACT ROLE (have: Head of Sales & Marketing),Find Geschäftsführer/CEO (currently have Head of Sales & Marketing),LOW
Konrad Kleiner GmbH & Co. KG,Mindelheim,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
mobau Wirtz & Classen GmbH & Co. KG,Heinsberg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Fako-M Getränke GmbH & Co. KG,Neuss,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wilhelm Felden und Kaiser & Roth KG Handels-GmbH u. Co.,Marburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BTI Befestigungstechnik GmbH,Ingelfingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hermann Hartje KG,Hoya,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wilhelm Linnenbecker GmbH & Co. Kommanditgesellschaft,Bad Salzuflen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Omega Sorg GmbH,Essingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BruderGruppe Friedrich Streb Franz Bruder GmbH,Offenburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Expert Klein GmbH,Burbach,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kohl automobile GmbH,Aachen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Autohaus Peter GmbH,Nordhausen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Struve GmbH,Hamburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
NOSTA-Transport GmbH,Osnabrück,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Nikolaus Rein GmbH,Saarlouis,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wolsdorff Tobacco GmbH,Hamburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Lieb Markt GesmbH,Weiz,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ernst+könig GmbH,Freiburg im Breisgau,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BI-LOG Service Group GmbH,Bamberg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
CLINTON Großhandels-GmbH,Hoppegarten,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
SCHMALZ+SCHÖN Holding GmbH,Fellbach,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Michael Marquardt GmbH & Co. KG,Emleben,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Lebensmittelmärkte Heinz-Wilhelm Paschmann GmbH & Co. KG,Mülheim an der Ruhr,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
zPDC GmbH,Bremen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DURABLE Hunke & Jochheim GmbH & Co. KG,Iserlohn,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Grieshaber Logistics Group AG,Bad Säckingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
EXPO-BÖRSE GmbH,Ankum,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Bäcker Bachmeier GmbH & Co. KG,Eggenfelden,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Fischer GmbH & Co. KG,Neuhaus am Inn,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
McPaper AG,Berlin,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
idee. Creativmarkt GmbH & Co. KG,Paderborn,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
"Möbel Wanninger e.K., Inh. Franz Wanninger",Bad Kötzting,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Dorotheum GmbH & Co KG,Wien,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
STABILO Werkzeugfachmarkt für Haus-Hof-Freizeit GmbH,Münsingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
IBS Austria Gesellschaft m.b.H.,Teufenbach,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
TEAM 7 Natürlich Wohnen GmbH,Ried im Innkreis,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
LUSINI Group GmbH,Wertingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Schlotterer Sonnenschutz Systeme GmbH G,Adnet,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Autohaus Karl & Co GmbH & Co. KG,Mainz,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
"Wedl Handels-GmbH, Zweigniederlassung Deutschland",Bischofswiesen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
REWE Richrath Supermärkte GmbH & Co. offene Handelsgesellschaft,Bergheim,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Karl Rogg GmbH & Co KG,Balingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Westfalia Werkzeugcompany GmbH & Co. KG,Hagen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Leiser Handelsgesellschaft mbH,Augsburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Deichmann GmbH,Wien,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Junghans Wollversand GmbH & Co. KG,Aachen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Rieck Logistik-Gruppe,Großbeeren,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
M.A.C.'S HOLDING GmbH,Burgoberbach,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Schweitzer Sortiment oHG,München,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
LABERTALER Heil- und Mineralquellen - Getränke Hausler GmbH,Schierling,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BZN Baustoffzentrale Nord GmbH & Co. KG,Aurich,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Stadt-Parfümerie Pieper GmbH Parfümerie International,Herne,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Koch International,Osnabrück,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Bernegger GmbH,Molln,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kienast Schuhhandels GmbH & Co. KG,Wedemark,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Huettemann Group,Duisburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Nielsen & Sørensen - Frode Laursen Deutschland GmbH,Flensburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
L. Wackler Wwe. Nachf. GmbH,Göppingen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Culina Logistics GmbH,Fischach,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Sutterlüty Handels GmbH,Egg,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Fricke-Schmidbauer Schwerlast GmbH,Braunschweig,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DTL Deutsche Textil Logistik GmbH,Dieburg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
SternPartner GmbH & Co. KG,Uelzen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DanKüchen Möbelfabrik M. Danzer GmbH,Linz,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Reverse Logistics GmbH,Aschheim,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Weiß Handels GmbH PRO-Kaufland,Linz,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wenko-Wenselaar GmbH & Co KG,Hilden,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
MAINMETALL Großhandelsges. m.b.H.,Bürgstadt,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
LPR GmbH,Neuss,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Pro - Idee GmbH & Co. KG,Aachen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Dyckerhoff & Widmann Gesellschaft m.b.H. Gesellschaft m.b.H.,Linz,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Unterer GmbH,Kundl,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
MANGO Deutschland GmbH Textilhandel,Köln,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
GERSTL BAU GmbH & Co KG,Wels,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Raben Germany GmbH,Mannheim,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Grünbeck Wasseraufbereitung GmbH,Höchstädt a.d.Donau,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kühne + Nagel Gesellschaft m.b.H.,Flughafen Wien,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hasenkamp Holding GmbH,Frechen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
FCS Frankfurt Cargo Services GmbH,Frankfurt am Main,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ELK Fertighaus GmbH,Schrems,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Radatz Fleischwaren Vertriebsges.m.b.H.,Wien,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Fill Gesellschaft m.b.H.,Gurten,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Fichtner GmbH & Co. KG,Stuttgart,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Glatthaar Keller GmbH & Co. KG,Schramberg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Mediengruppe Oberfranken GmbH & Co. KG,Bamberg,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Harlekin Spiel- und Unterhaltungs- automaten Betriebsgesellschaft mbH,Waldbrunn,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Gebr. Neumann GmbH & Co. KG,Emden,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
37 grad dialog GmbH,Erlangen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Josef Pfaffinger Bauunternehmung GmbH,Passau,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ISG Personalmanagement GmbH,Wien,AT,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
WEKA MEDIA PUBLISHING GmbH,Haar,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
arcona Management GmbH,Rostock,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Enchilada Franchise GmbH,Gräfelfing,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BZ.medien GmbH & Co. KG,Freiburg im Breisgau,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Finanz Informatik Technologie Service GmbH & Co. KG,Haar,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Klambt-Verlag GmbH & Co. KG Pressehaus,Baden-Baden,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Nordwest-Zeitung Verlagsgesellschaft mbH & Co. KG,Oldenburg (Oldenburg),DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Gebrüder Gerstenberg GmbH & Co. KG,Hildesheim,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Karl Meyer AG,Wischhafen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Uniplan GmbH & Co. KG,Köln,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Südkurier GmbH,Konstanz,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
NORDSEE-ZEITUNG GmbH,Bremerhaven,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Berliner Verlag GmbH,Berlin,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
HASTRABAU GmbH & Co. KG,Langenhagen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hentschke Bau GmbH,Bautzen,DE,3,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
