Name,Company Domain Name,City,State/Region,Country/Region,Postal Code,Phone Number,Company Email,Industry,Description,Annual Revenue,Number of Employees,Client Tier,Industry Tier,Ownership Type,Founding Year,World Market Leader,Niche Leadership,Pipeline Priority Score,In Pipeline,Already in DB,Data Completeness %,Source Lists,Source Count,Target Contact Role
HTG Hoch- und Tiefbau Gadebusch GmbH,htg-gadebusch.de,Gadebusch,Mecklenburg-Vorpommern,DE,19205.0,03886-3851-0,info@htg-gadebusch.de,Dienstleister,Die HTG Hoch- und Tiefbau Gadebusch bietet ein umfangreiches Leistungsspektrum.,147600000,200,3,unknown,Franz Gelz,1957,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
37 grad dialog GmbH,37grad-dialog.de,Erlangen,Bayern,DE,91058.0,09621-96200,info@37grad-dialog.de,Dienstleister,Die Werbeagentur 37 Grad Dialog ist fokussiert auf das Dialogmarketing.,149100000,700,3,unknown,Davero=Birzner/Schreiber u.a.,,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Reederei Halbeck e.K.,schifffahrt-rheinsberg.de,Rheinsberg,Brandenburg,DE,16831.0,033931-38619,kontakt@schifffahrt-rheinsberg.de,Dienstleister,"Die Reederei Halbeck ist ein Unternehmen, das sich auf den Tourismus spezialisiert hat.",150000000,120,3,unknown,Halbeck,1992,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Nordsee Gas Terminal GmbH & Co. KG,nordseegasterminal.de,Brunsbüttel,Schleswig-Holstein,DE,25541.0,04852-83800,ngt-brb@nordseegasterminal.de,Dienstleister,"Nordsee Gas Terminal GmbH & Co. KG ist ein Dienstleister im Bereich der Hafenbetriebe. Das Unternehmen betreibt ein Lagerhaus für Flüssiggas, das sowohl für den Export als auch für den Import von Gas genutzt wird. Es bietet auch verschiedene Serviceleistungen an, darunter die Abfertigung und Umschlag von Gütern, Logistikdienstleistungen sowie behördliche Genehmigungsverfahren. Darüber hinaus unterhält Nordsee Gas Terminal GmbH & Co. KG ein Netzwerk an Partnern in ganz Europa, um die Abwicklung von internationalen Handelsgeschäften zu ermöglichen.",159000000,24,3,unknown,SHV=Fentener van Vlissingen Familie (Niederlande),1981,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Josef Pfaffinger Bauunternehmung GmbH,pfaffinger.com,Passau,Bayern,DE,94032.0,0851-390-0,info@pfaffinger.com,Dienstleister,Pfaffinger ist ein in der Baubranche tätiges Unternehmen.,160000000,750,3,unknown,Pfaffinger,1855,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
DAKA Entsorgungsunternehmen GmbH. & Co KG,daka.cc,Schwaz,Tirol,AT,6130.0,05242-6910,office@daka.cc,Dienstleister,Entsorgung,161500000,170,3,unknown,Familie Zitterbart,1972,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
ISG Personalmanagement GmbH,isg.com,Wien,Wien,AT,1020.0,01-5123505,office@isg.com,Dienstleister,Personalberater & Zeitarbeitsfirmen,156600000,540,3,unknown,Guido Leissinger,1999,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
TravelTrex GmbH,traveltrex.com,Köln,Nordrhein-Westfalen,DE,50968.0,0221-888280,info@traveltrex.com,Dienstleister,Die Firma TravelTrex ist ein Profi für Wintersportreisen.,157000000,100,3,unknown,Rühl und Partner,1999,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Schlienz Touristik GmbH,schlienz.info,Esslingen am Neckar,Baden-Württemberg,DE,73728.0,0711-39638-460,info@schlienz.info,Dienstleister,Omnibus Schlienz Reisebüro bietet verschiedene Arten von Reisen in alle Teile der Welt an.,157000000,100,3,unknown,Schlienz,1932,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Kraftverkehr Gebr. Wiedenhoff (GmbH & Co. KG),wiedenhoff-reisen.de,Solingen,Nordrhein-Westfalen,DE,42659.0,0212-813081,info@wiedenhoff-reisen.de,Dienstleister,Wiedenhoff Reisen ist ein auf Busreisen spezialisiertes Reiseunternehmen.,157000000,100,3,unknown,Wiedenhoff,1924,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Druckhaus Mainfranken GmbH,druckhaus-mainfranken.de,Marktheidenfeld,Bayern,DE,97828.0,09391-5031-0,info@druckhaus-mainfranken.de,Dienstleister,Druckhaus Mainfranken ist deutschlandweit einer der größten Anbieter im Bogenoffsetdruck.,157300000,337,3,unknown,Schleunung,1949,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
WEKA MEDIA PUBLISHING GmbH,wekanet.de,Haar,Bayern,DE,85540.0,08121-25556-1111,redaktion@pc-magazin.de,Dienstleister,Die Weka Zeitschriften haben sich vor allem auf technische Themen spezialisiert.,163000000,600,3,unknown,WEKA Firmengruppe,,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
ZAUG Recycling GmbH,zaugrecycling.de,Buseck,Hessen,DE,35418.0,06408-9070-10,info@zr-dieentsorger.de,Dienstleister,"ZAUG Recycling GmbH ist ein Dienstleister in der Branche Recycling. Sie bieten Dienstleistungen, die auf den Bedarf ihrer Kunden zugeschnitten sind. Ihr Ziel ist es, durch effiziente und nachhaltige Lösungen zur Reduzierung von Abfall und Ressourcenverbrauch beizutragen. Sie arbeiten mit modernsten Technologien und Methoden, um die Umweltbelastung zu minimieren und die Lebensqualität für alle Beteiligten zu verbessern. ZAUG Recycling GmbH verfügt über ein erfahrenes Team von Experten, das sich auf die Entwicklung innovativer Lösungen spezialisiert hat. Mit ihrem Engagement für Nachhaltigkeit tragen sie maßgeblich zur Schonung der natürlichen Ressourcen bei.",165300000,174,3,unknown,Remondis Gruppe,,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
arcona Management GmbH,arcona.de,Rostock,Mecklenburg-Vorpommern,DE,18055.0,0381-4585-110,info@arcona.de,Dienstleister,Die Gruppe Arcona Hotels & Resorts betreibt im deutschsprachigen Raum derzeit 21 Hotels.,166000000,550,3,unknown,Winter / Gerhard,1995,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Gustav Epple Bauunternehmung GmbH,gustav-epple.de,Stuttgart,Baden-Württemberg,DE,70597.0,0711-7693-0,bau@gustav-epple.de,Dienstleister,Das Bauunternehmen Epple baut schlüsselfertig aus einer Hand.,166700000,178,3,unknown,Balkau/Schwefel/Balkau,1909,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Enchilada Franchise GmbH,enchilada.de,Gräfelfing,Bayern,DE,82166.0,089-8987869-0,franchise@enchilada.de,Dienstleister,"Enchilada Franchise ist Franchisegeber diverse unterschiedliche Restaurankonzepte, neben Enchilada selbst u.a. „Besitos“, „Aposto“, „The Big Easy“,„Lehner’s Wirtshaus“ und „Wilma Wunder“.  Enchilada Sind mexikanische Restaurants, die hausgemachte, Spezialitäten und Speisen sowie über 100 Cocktails bieten.",167000000,500,3,unknown,Weiffenbach,1990,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Verlag Beleke GmbH,beleke.de,Essen,Nordrhein-Westfalen,DE,45128.0,0201-8130-0,info@beleke.de,Dienstleister,"Die Verlagsgruppe Beleke verlegt Telefon- und Adressbücher, Nachschlagewerke, Heimat- und Geschichtsliteratur, 26 Fachzeitschriften, wissenschaftliche Werke, Polizeiliteratur, Fach- und Sachbücher und das biografische Standardwerk ""WER IST WER?"".",140000000,400,3,unknown,Beleke,1964,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
BZ.medien GmbH & Co. KG,bz-medien.de,Freiburg im Breisgau,Baden-Württemberg,DE,79115.0,0761-496-0,info@bz-medien.de,Dienstleister,Die BZ.medien GmbH & Co. KG ist ein Verlagsgesellschaft aus Freiburg für Zeitungen und Wochenzeitungen.,140000000,950,3,unknown,Poppen & Ortmann KG,1846,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
SWIETELSKY Baugesellschaft m.b.H.,swietelsky.de,Traunstein,Bayern,DE,83278.0,0861-98964-0,traunstein@swietelsky.de,Dienstleister,Die Firma Swietelsky Baugesellschaft zählt als Bau-Spezialist.,141000000,40,3,unknown,Swietelsky Hovaguimian und Brustmann (Österreich),1962,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Reisebüro Wirtz GmbH & Co KG,wirtz-reisen.de,Würselen,Nordrhein-Westfalen,DE,52146.0,02405-4469-0,info@wirtz-reisen.de,Dienstleister,Die Firma Wirtz Reisen ist ein regionaler Reiseanbieter im Raum Aachen-Köln.,141300000,90,3,unknown,Wirtz,1926,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
WESTTOURS-REISEN Gesellschaft mit beschränkter Haftung,westtours.de,Bonn,Nordrhein-Westfalen,DE,53113.0,0228-91531-30,info@westtours.de,Dienstleister,Westtours ist ein inhabergeführter Reisedienstleister mit Sitz in Bonn.,141300000,100,3,unknown,Breland,1962,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Finanz Informatik Technologie Service GmbH & Co. KG,f-i-ts.de,Haar,Bayern,DE,85540.0,089-94511-0,kundenpostkorb@f-i-ts.de,Dienstleister,"Finanz Informatik Technologie Service, kurz FITS, ist ein Software- und Internet- Dienstleistungsanbieter, der sich auf die Entwicklung, Bereitstellung, Pflege und die Weiterentwicklung von SAP-Netzwerken konzentriert.",142000000,520,3,unknown,Unternehmensgruppe Festo,,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
SUS Saar Umwelt Service GmbH,saar-umwelt.de,Püttlingen,Saarland,DE,66346.0,06849-9008-0,info@saar-umwelt.de,Dienstleister,"Saar Umwelt ist ein mittelständisches geprägtes Unternehmen, das sich auf Entsorgungsdienstleistungen spezialisiert hat.",142500000,150,3,unknown,Remondis Gruppe,,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Mack GmbH,mack-group.de,Mainhardt,Baden-Württemberg,DE,74535.0,07903-932930,info@mack-group.de,Dienstleister,"Die Mack GmbH ist das führende, freie Unternehmen im Bereich Remanufacturing in Europa. Es bietet OEMS´s und Tear-1-Lieferanten ein leistungsfähiges Produktionssortiment, das von der Ingenieurleistung für die Entwicklung ganzer Remanprozesse bis hin zur Umsetzung von Tauschaufbereitungsprozessen im eigenen Werk am Standort Mainhardt reicht.",142500000,150,3,unknown,Mack,1999,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
LR Leitl GmbH & Co. Recycling KG,leitl.de,Eggenfelden,Bayern,DE,84307.0,08727-9608-0,info@leitl.de,Dienstleister,"Die Firmengruppe LEITL hat sich als renommiertes Unternehmen seit mittlerweile über 40 Jahren als zuverlässiger Partner in den Bereichen Recycling, Kranverleih, Spedition, Land- und Kommunaltechnik und Nutzfahrzeuge etabliert.",142500000,150,3,unknown,Leitl,,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Kreislaufwirtschaft Grübler GmbH & Co. KG,kw-gruebler.de,Thermalbad Wiesenbad,Sachsen,DE,9488.0,03733-503-0,kwg@kw-gruebler.de,Dienstleister,"Kreislaufwirtschaft Grübler ist ein Unternehmen, dessen Expertise in Full-Service-Entsorgungsleistungen liegt.",142500000,150,3,unknown,Reinwald/Richter/Grübler,,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
ISR Itzehoer Schrott und Recycling GmbH & Co. KG,isr-itzehoe.de,Itzehoe,Schleswig-Holstein,DE,25524.0,04821-68680,info@isr-itzehoe.de,Dienstleister,"Itzehoer Schrott und Recycling, kurz ISR, ist ein Entsorgungsunternehmen, das seinen Schwerpunkt auf Recycling setzt.",142500000,150,3,unknown,Hopp,1996,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Albert Bördner GmbH Städtereinigung,boerdner.de,Limburg a. d. Lahn,Hessen,DE,65551.0,06431-9912-0,info@boerdner,Dienstleister,"Bördner ist ein Unternehmen, das sich auf die Komplettentsorgung spezialisiert hat.",142500000,150,3,unknown,Remondis Gruppe,1958,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Klambt-Verlag GmbH & Co. KG Pressehaus,klambt.de,Baden-Baden,Baden-Württemberg,DE,76532.0,06232-310-0,info@klambt.de,Dienstleister,"Die Verlagsgruppe Klambt hat sich als Medienkonzern auf die Kerngeschäftsbereiche Zeitschriftenverlage, Zeitschriftenvertrieb, Druckvorstufe und Versicherungen konzentriert.",143000000,650,3,unknown,Rose/Muscate Nf.,1843,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Baierl & Demmelhuber Innenausbau GmbH,demmelhuber.de,Töging am Inn,Bayern,DE,84513.0,08631-9001-0,info@demmelhuber.de,Dienstleister,Die Firma Baierl & Demmelhuber ist spezialisiert auf den Innenausbau.,143500000,305,3,unknown,Demmelhuber,1964,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Josef Saller Services e.K.,saller-bau.de,Weimar,Thüringen,DE,99428.0,03643-8674-0,sekretariat-pe@saller-bau.com,Dienstleister,Die Firma Saller Gewerbebau ist im Bereich gewerblicher Immobilien tätig.,145000000,290,3,unknown,Saller,,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
e-domizil GmbH,e-domizil.de,Frankfurt am Main,Hessen,DE,60329.0,069-74305-100,info@e-domizil.de,Dienstleister,E-Domizil agiert als Anbieter von Ferienwohnungen und -häusern über das Internet.,138160000,88,3,unknown,Schäferjohann,2000,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
FREYLER Industriebau GmbH,freyler.de,Kenzingen,Baden-Württemberg,DE,79341.0,07644-805-0,info@freyler.de,Dienstleister,Die drei Gesellschaften der Freyler Gruppe sind im Baugewerbe mit jeweils einem spezifischen Schwerpunkt tätig.,140000000,310,3,unknown,,1968,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Cteam Consulting & Anlagenbau GmbH,cteam.de/de,Ummendorf,Baden-Württemberg,DE,88444.0,07351-44098-0,info@cteam.de,Dienstleister,"Cteam ist seit vie­len Jah­ren ein so­li­der und zu­ver­läs­si­ger Part­ner am Markt für En­gi­nee­ring, Schalt­an­la­gen-, Freilei­tungs- und Mo­bil­funk­mast­bau.",169300000,414,3,unknown,Locher,2002,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Schweerbau GmbH und Co. KG. Bauunternehmen,schweerbau.de,Stadthagen,Niedersachsen,DE,31655.0,05721-7804-0,stadthagen@schweerbau.de,Dienstleister,"Die Schweerbau GmbH ist eine der führenden Unternehmen in der Erneuerung und Instandhaltung von Gleis- und Weichenanlagen. Das Unternehmen ist Experte im Bereich Gleisbau,Tiefbau, Schweißtechnik, Schienenbearbeitung und Hilfsbrücken.",169887295,495,3,unknown,Jelitto,1929,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Nordwest-Zeitung Verlagsgesellschaft mbH & Co. KG,nwzonline.de,Oldenburg (Oldenburg),Niedersachsen,DE,26121.0,0441-9988-01,online@nordwest-zeitung.de,Dienstleister,Die Nordwest-Medien publizieren die Nordwest-Zeitung.,170720000,776,3,unknown,Köser / Bothmer,1946,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Harmuth Entsorgung GmbH,harmuth-entsorgung.de,Essen,Nordrhein-Westfalen,DE,45356.0,0201-43793-0,harmuth@harmuth-entsorgung.de,Dienstleister,"Harmuth ist ein zertifiziertes, inhabergeführtes Traditionsunternehmen, das sich auf die Bereiche Entsorgung und Verwertung konzentriert.",171000000,180,3,unknown,Harmuth / Strüngmann,,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Weihrauch Uhlendorff GmbH,weihrauch-uhlendorff.de,Northeim,Niedersachsen,DE,37154.0,05551-9750-0,info@weihrauch-uhlendorff.de,Dienstleister,"Weihrauch Uhlendorff ist ein Busunternehmen, das sowohl im Nahverkehr als auch im Reisesektor tätig ist.",172700000,110,3,unknown,Weihrauch,1920,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Haeger & Schmidt International GmbH,haegerundschmidt.com,Duisburg,Nordrhein-Westfalen,DE,47119.0,0203-8003-0,info@haegerundschmidt.com,Dienstleister,Haeger & Schmidt ist eine Binnenreederei.,175000000,140,3,unknown,Felbermayr Familie (Österreich),,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
UNIVERS Reisen GmbH,univers-reisen.de,Köln,Nordrhein-Westfalen,DE,51149.0,02203 20 332-0,info@univers-reisen.de,Dienstleister,Univers Reisen ist ein Reiseveranstalter mit Sitz in Bonn und eines der größten Busunternehmen Nordrhein-Westfalens und in Rheinland-Pfalz.,175000000,150,3,unknown,Kimmel,1966,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Gebrüder Gerstenberg GmbH & Co. KG,hildesheimer-allgemeine.de,Hildesheim,Niedersachsen,DE,31134.0,05121-106-0,info@hildesheimer-allgemeine.de,Dienstleister,Die Gebrüder Gerstenberg sind die Herausgeber der Hildesheimer Allgemeinen Zeitung.,176000000,800,3,unknown,Gerstenberg,1792,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Bauwens Gruppe,bauwens.de,Köln,Nordrhein-Westfalen,DE,50670.0,0221-40084-0,info@bauwens.de,Dienstleister,"Die BAUWENS Unternehmensgruppe entwickelt, plant und realisiert innovative, schlüsselfertige Wohn- und Gewerbeimmobilien.",178200751,400,3,unknown,Bauwens-Adenauer / Adenauer,1873,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Friedrich Gross oHG,gross-international.de,Heilbronn,Baden-Württemberg,DE,74072.0,07131-1509-0,info@gross-reisen.de,Dienstleister,Reisebüro Gross vermittelt und organisiert mit Büros in Baden-Württemberg Reisen.,157000000,100,3,unknown,Kühner,1926,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Rohstoffverwertung Gröger GmbH und Co. KG,groeger-gruppe.de,Günzburg,Bayern,DE,89312.0,08221-3606-10,info@groeger-gruppe.de,Dienstleister,"Als zertifizierter Entsorgungsfachbetrieb dient Rohstoffverwertung Gröger GmbH und Co. KG als Bindeglied zwischen Entfallstellen, Automobilwerken, zulieferndem Handel, Kommunen, Stahlwerken, Gießereien, Metallhütten, Verbrennungsanlagen und Papierwerken.",117800000,124,3,unknown,Gröger,1951,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Karl Meyer AG,karl-meyer.de,Wischhafen,Niedersachsen,DE,21737.0,04770-801-0,info@karl-meyer.de,Dienstleister,"Die Karl Meyer Unternehmensgruppe ist in den Bereichen Entsorgung, Reederei und Automobilhandel tätig.",117800000,657,3,unknown,Meyer,1947,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Hörmann Reisen GmbH,hoermann-reisen.de,Augsburg,Bayern,DE,86150.0,0821-34500-0,info@hoermann-reisen.de,Dienstleister,Hörmann Reisen ist ein Reiseunternehmen mit Firmensitz in Augsburg.,150000000,220,3,unknown,Hörmann,1900,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Kraftverkehr Münsterland Cornelius Weilke GmbH & Co KG,weilke.de,Greven,Nordrhein-Westfalen,DE,48268.0,02571-501-0,touristik@weilke.de,Dienstleister,Weilke Reisen ist ein regionaler Anbieter von Reisen aller Art und unterhält dafür eine Reihe von Büros.,150000000,360,3,unknown,Weilke,,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Uniplan GmbH & Co. KG,uniplan.com,Köln,Nordrhein-Westfalen,DE,51063.0,0221 845 69 660,uniplan@uniplan.com,Dienstleister,Die Agentur Uniplan bietet das gesamte Spektrum der Live-Kommunikation.,150000000,600,3,unknown,Zimmermann u.w.,1960,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
ROWE GmbH,rowe-recycling.de,Nürnberg,Bayern,DE,90451.0,0911-64290-0,kontakt@rowe-recycling.de,Dienstleister,ROWE ist ein Recyclingunternehmen für Papier.,150100000,155,3,unknown,Hofmann,1963,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Iwan Koslow GmbH & Co. KG,koslow.de,Landshut,Bayern,DE,84030.0,0871-97367-0,koslow@koslow.de,Dienstleister,Iwan Koslow beschäftigt sich mit Entsorgungsdienstleistungen.,152000000,160,3,unknown,Koslow,1950,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Schrott- und Metallhandel M. Kaatsch GmbH,kaatsch.de,Plochingen,Baden-Württemberg,DE,73207.0,07153-7008-0,info@kaatsch.de,Dienstleister,"Kaatsch ist ein Recyclingunternehmen, dessen Kernaufgaben in der Wiederverwertung von Wertstoffen liegen.",152900000,120,3,unknown,Scholz,1952,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Südkurier GmbH,suedkurier-medienhaus.de,Konstanz,Baden-Württemberg,DE,78467.0,07531-999-0,service@suedkurier.de,Dienstleister,Das Südkurier Medienhaus mit Sitz in Konstanz ist ein regional agierendes Medien- und Dienstleistungsunternehmen.,154000000,700,3,unknown,Holland,1945,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
NORDSEE-ZEITUNG GmbH,nordsee-zeitung.de,Bremerhaven,Bremen,DE,27576.0,0471-597-0,online@nordsee-zeitung.de,Dienstleister,Die NORDSEE-ZEITUNG ist das führende Medium für Bremerhaven und den Landkreis Cuxhaven. Sie erscheint sechs Mal in der Woche im Verlag der NORDSEE-ZEITUNG GmbH.,154000000,700,3,unknown,Ditzen-Blanke,1895,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Berliner Verlag GmbH,berliner-verlag.de,Berlin,Berlin,DE,10178.0,030-2327-9,mail@berliner-verlag.de,Dienstleister,Der Berliner Verlag ist der führende Zeitungsverlag der deutschen Hauptstadt.,154000000,700,3,unknown,Friedrich,2006,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Schmittenhöhebahn AG,schmitten.at/de,Zell am See,Salzburg,AT,5700.0,06542-789-0,schmitten@schmitten.at,Dienstleister,"Ausflugsschiffe, Seilbahnen, Restaurants",155100000,330,3,unknown,Familie Porsche / Bankhaus Spänger,,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
PROFI Engineering Systems AG,profi-ag.de,Darmstadt,Hessen,DE,64293.0,06151 8290 -0,info@profi-ag.de,Dienstleister,PROFI Engineering Systems AG begleitet Unternehmen bei der digitalen Transformation – von der Strategie über die Umsetzung bis zum Betrieb.,155900000,288,3,unknown,Lackner / Hamm,1984,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
HASTRABAU GmbH & Co. KG,hastrabau.de,Langenhagen,Niedersachsen,DE,30853.0,0511-77183-0,langenhagen@hastrabau.de,Dienstleister,Hastrabau ist vor allem im Straßenbau aktiv. Und Teil der Baugruppe Gross.,156000000,624,3,unknown,Baugruppe Gross,1926,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
GURESA Verwaltungs GmbH,guresa.de,Schwäbisch Hall,Baden-Württemberg,DE,74523.0,0791-4079-0,info@hem.de,Dienstleister,Unter dem Namen HEM Expert laufen sieben Elektrofachmärkte in Baden-Württemberg.,185000000,370,3,unknown,Schaaf,1979,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
MarCrew Schiffahrts-GmbH,marlow-navigation.com,Hamburg,Hamburg,DE,22767.0,040-380874100,info@marcrew.de,Dienstleister,"MarCrew Schiffahrts-GmbH ist ein Dienstleister für Reedereien. Es bietet eine breite Palette von Dienstleistungen an, darunter Logistik, Frachtbeförderung und Charterfahrten. Das Unternehmen verfügt über ein Netzwerk von modern ausgestatteten Schiffen, die den Kunden bei der Beförderung ihrer Waren helfen. Darüber hinaus bietet MarCrew Schiffahrts-GmbH verschiedene Optionen wie Online-Buchungssysteme, flexible Preise und Zahlungsoptionen.",182000000,23,3,unknown,Schoeller Holdings (Zypern),,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Hentschke Bau GmbH,hentschke-bau.de,Bautzen,Sachsen,DE,2625.0,03591-6703-0,mail@hentschke-bau.de,Dienstleister,"Hentschke ist Betonbau-Spezialist für Verkehrswegebau mit zentraler Schalungsvorfertigung und eigenem Fertigteilwerk, Experte für Carbon- und Glasfaserbeton.",181600000,700,3,unknown,Drews / Alscher,1857,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
"Schwäbischer Verlag GmbH & Co. KG Drexler, Gessler",schwaebisch-media.de,Ravensburg,Baden-Württemberg,DE,88212.0,0751-2955-0,info@schwaebisch-media.de,Dienstleister,"Das Medienhaus Schwäbischer Verlag ist Herausgeber der größten regionalen Abonnement-Zeitung Baden-Württembergs: Die ""Schwäbische Zeitung"" wird in den Regionen Schwarzwald, Bodensee, Oberschwaben und Ostalb gelesen.",181500000,825,3,unknown,Graf von Waldburg-Zeil,1945,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
DTRW GmbH,dtrw.de,Burgwald,Hessen,DE,35099.0,06451-40826-0,info@dtrw.de,Dienstleister,Das Unternehmen kümmert sich um die Zuführung von Alttextilien in ein wirtschaftliches und umweltgerechtes Recyclingverfahren.,180500000,190,3,unknown,Nowakowski,2007,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Remitex GmbH,remitex.de,Germersheim,Rheinland-Pfalz,DE,76726.0,07274-76892,info@remitex.de,Dienstleister,Die Firma Remitex ist ein Experte für das Recycling von Textilien.,180500000,190,3,unknown,Mischon,1981,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Sol Meliá Deutschland GmbH,melia.com,Ratingen,Nordrhein-Westfalen,DE,40880.0,02102-9392-0,mail@innside.de,Dienstleister,"Innside ist eine Hotelgruppe, die traditionelle Hotellerie und die Idee des komfortablen Wohnens miteinander verbindet.",180000000,850,3,unknown,Escarrer Familie (Spanien),1956,,,55.0,False,False,100,Familienunternehmen_V6,1,Head of Sales / Vertriebsleiter
Bauunternehmung August Mainka GmbH & Co.,mainka-bau.de,Lingen (Ems),Niedersachsen,DE,49811.0,0591-80006-0,info@mainka-bau.de,Dienstleister,Mainka ist ein auf komplexe industrielle Projekte ausgerichtetes Bauunternehmen.,138100000,376,3,unknown,Mainka,1895,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
Semitron W.Röck GmbH,semitron.de,Küssaberg,Baden-Württemberg,DE,79790.0,07742-8001-0,service@semitron.de,Dienstleister,Das Unternehmen Semitron ist eines der größten Test- und Programmierhäuser in Deutschland.,137800000,147,3,unknown,Werner Röck,1975,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
PANDION AG,pandion.de,Köln,Nordrhein-Westfalen,DE,50678.0,0221-71600-0,koeln@pandion.de,Dienstleister,PANDION AG ist Immobilienunternehmen.,136600000,140,3,unknown,Reinhold Knodel,2006,,,55.0,False,False,100,Familienunternehmen_V6,1,Geschäftsführer/CEO
