company_name,domain,city,region,country,zip,phone,email_company,industry,industry_tier,description,revenue_eur,employees,client_tier,ownership,founding_year,world_market_leader,niche_leadership,contact_1_name,contact_1_position,contact_1_email,contact_1_linkedin,has_url,has_contact,data_completeness,sources,source_count,contact_1_firstname,contact_1_lastname,target_contact_role,contact_role_match,pipeline_priority,in_pipeline,in_db
Unimarkt HandelsgesmbH & Co KG,unimarkt.at,Traun,Oberösterreich,AT,4050.0,07229-601-0,office@unimarkt.at,Lebensmittelhandel-Drogerie-Haushalt,tier2,Supermärkte (112 Standorte),440000000.0,1562.0,2.0,Pfeiffer Familie,1970.0,,,Andreas Haider,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Haider,Head of Sales / Vertriebsleiter,False,57.0,False,False
Hermann Lother & Co. Mineralölhandelsgesellschaft mbH,lotherol.de,Hamburg,Hamburg,DE,20535.0,040-251530-0,hamburg@lotherol.de,Handel,tier2,"Hermann Lother ist ein Mineralhandelsunternehmen, das rund 90 Tankstellen betreibt.",441500000.0,82.0,2.0,Mendt,1935.0,,,None Matthias Bartholl,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Matthias,Bartholl,Geschäftsführer/CEO,True,57.0,False,False
Seifriedsberger GmbH,seifriedsberger.at,Ried im Innkreis,Oberösterreich,AT,4910.0,07752-87991-0,office@seifriedsberger.at,Handel,tier2,Tankstellen & Waschanlagen (30 Standorte),442500000.0,59.0,2.0,Familie Redhammer-Moser,1949.0,,,Otmar Rainer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Otmar,Rainer,Geschäftsführer/CEO,True,57.0,False,False
Autohaus Gotthard König GmbH,renault-koenig.de,Berlin,Berlin,DE,10829.0,030-789567-0,empfang.schoeneberg@autohaus-koenig.de,Autohandel,tier2,Die Firma König ist spezialisiert auf die Marken Renault und Dacia.,444400000.0,140.0,2.0,König-Steeger,1993.0,,,None Dagmar König,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Dagmar,König,Geschäftsführer/CEO,True,57.0,False,False
Robert Kunzmann GmbH & Co. KG,kunzmann.de,Aschaffenburg,Bayern,DE,63741.0,06021-361-0,info@kunzmann.de,Autohandel,tier2,"Kunzmann ist Vertragshändler für Mercedes, Jeep und Chrysler.",409000000.0,930.0,2.0,Diehm,1935.0,,,None Karl Diehm,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Karl,Diehm,Head of Sales / Vertriebsleiter,False,57.0,False,False
Contargo GmbH & Co. KG,contargo.net,Duisburg,Nordrhein-Westfalen,DE,47119.0,02065-499-0,info@contargo.net,Logistik,tier2,"Contargo ist ein Unternehmen, das sich zur Aufgabe gemacht hat, Dienstleistungen für den trimodalen Transport von Überseecontainern anzubieten.",415000000.0,903.0,2.0,Remondis Gruppe,2004.0,,,None Jürgen Albersmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Jürgen,Albersmann,Head of Sales / Vertriebsleiter,False,57.0,False,False
Voets Autozentrum GmbH,voets.com,Braunschweig,Niedersachsen,DE,38124.0,0531-2606-0,info@voets.com,Autohandel,tier2,Die Voets-Automobilholding ist einer der größten deutschen Autohändler.,420000000.0,1300.0,2.0,Dirk,1926.0,,,None Otto Jacobs,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Otto,Jacobs,Head of Sales / Vertriebsleiter,False,57.0,False,False
Markgrafen-Getränkevertrieb-GmbH,markgrafen.com,Kulmbach,Bayern,DE,95326.0,09221-6003-0,info@markgrafen.com,Handel,tier2,Markgrafen ist einer der führenden Getränkefilialisten in Deutschland.,250000000.0,1000.0,2.0,Schörghuber Unternehmensgruppe,1974.0,,,None Andreas Käppler,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Käppler,Head of Sales / Vertriebsleiter,False,57.0,False,False
Zurbrüggen Wohn-Zentrum GmbH,zurbrueggen.de,Unna,Nordrhein-Westfalen,DE,59423.0,0 2303 / 208-208,service@zurbrueggen.de,Möbelhandel,tier2,Zurbrüggen ist eines der größten Einrichtungsunternehmen in Deutschland.,340000000.0,1600.0,2.0,Zurbrüggen,1900.0,,,None Christian Zurbrüggen,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Christian,Zurbrüggen,Head of Sales / Vertriebsleiter,False,57.0,False,False
H. Hugendubel GmbH & Co. KG,hugendubel.de,München,Bayern,DE,80636.0,089-484-484,service@hugendubel.de,Handel,tier2,Hugendubel ist der größte Buchhändler in Bayern.,345000000.0,1800.0,2.0,Hugendubel,1893.0,,,None Per Dalheimer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Per,Dalheimer,Head of Sales / Vertriebsleiter,False,57.0,False,False
Walbusch Walter Busch GmbH & Co. KG,walbusch.de,Solingen,Nordrhein-Westfalen,DE,42655.0,0212-2060-0,service@walbusch.de,Versandhandel,tier2,Walbusch ist ein Versandunternehmen für Damen- und Herren-Modebekleidung.,346500000.0,1000.0,2.0,Busch,1934.0,,,None Christian Busch,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Christian,Busch,Head of Sales / Vertriebsleiter,False,57.0,False,False
Autohaus Anders GmbH,auto-anders.de,Vechta,Niedersachsen,DE,49377.0,04441-912-0,info@mercedes-anders.de,Autohandel,tier2,Die Firma Anders betreibt acht Autohäuser beziehungsweise Truckservicestationen im westlichen Teil Niedersachsens und bietet zudem zahlreiche Service - und Dienstleistungen.,348000000.0,792.0,2.0,Anders,1982.0,,,None Hauke Anders,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Hauke,Anders,Head of Sales / Vertriebsleiter,False,57.0,False,False
Orsay GmbH,orsay.de,Willstätt,Baden-Württemberg,DE,77731.0,07852-910-0,info@orsay.com,Einzelhandel,tier2,Orsay ist ein international agierendes Modeunternehmen mit eigenen Geschäften und dem Fokus auf Frauenbekleidung.,348000000.0,1800.0,2.0,Auchan=Mulliez Familie (Frankreich),1975.0,,,None Matthias Klein,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Matthias,Klein,Head of Sales / Vertriebsleiter,False,57.0,False,False
ARS Altmann AG,ars-altmann.de,Wolnzach,Bayern,DE,85283.0,08442-61-0,info@ars-altmann.de,Logistik,tier2,ARS Altmann hat sich auf Dienstleistungen rund um die Autologistik spezialisiert.,350000000.0,1000.0,2.0,Altmann u.w.,1975.0,,,Dr. Maximilian Altmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Maximilian,Altmann,Head of Sales / Vertriebsleiter,False,57.0,False,False
Hardeck Möbel GmbH & Co. KG,hardeck.de,Bochum,Nordrhein-Westfalen,DE,44803.0,0234-9353-0,info@hardeck.de,Möbelhandel,tier2,Hardeck betreibt mehrere große Möbelhäuser in Nordrhein-Westfalen und Umgebung.,350000000.0,1400.0,2.0,Hardeck,1937.0,,,None Karl-Ernst Hardeck,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Karl-Ernst,Hardeck,Head of Sales / Vertriebsleiter,False,57.0,False,False
Krüll Holding GmbH,kruell.com,Hamburg,Hamburg,DE,22761.0,040-85306-01,info@kruell.com,Autohandel,tier2,Die Krüll Motor Company ist der zweitgrößte deutsche Ford Händler und der größte deutsche Volvo Händler.,352000000.0,500.0,2.0,Krüll,1934.0,,,None Michael Babick,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Michael,Babick,Head of Sales / Vertriebsleiter,False,57.0,False,False
Alexander Bürkle GmbH & Co. KG,alexander-buerkle.de,Freiburg im Breisgau,Baden-Württemberg,DE,79108.0,0761-5106-0,info@alexander-buerkle.de,Elektrogroßhandel,tier2,"Alexander Bürkle ist ein Großhandelsunternehmen, das seinen Kunden und Systempartnern elektrotechnische Produkte und Serviceleistungen aus den Bereichen Gebäudetechnik, Industrietechnik, Erneuerbare Energien und Consumer Electronics anbietet.",376000000.0,1000.0,2.0,Ege,1900.0,,,None Andreas Ege,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Ege,Head of Sales / Vertriebsleiter,False,57.0,False,False
Firmengruppe Widmann,widmannbewegt.de,Aalen,Baden-Württemberg,DE,73431.0,07361-5703-0,aalen@widmannbewegt.de,Autohandel,tier2,"Das Autohaus Widmann ist ein autorisierter Mercedes-Benz Händler und bietet auch Autos der Marken Chrysler, Jeep und smart.",377000000.0,827.0,2.0,Widmann,1956.0,,,None Bruno Widmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Bruno,Widmann,Head of Sales / Vertriebsleiter,False,57.0,False,False
Wahl-Group,wahl-group.de,Siegen,Nordrhein-Westfalen,DE,57076.0,0271-402-0,info@wahl-group.de,Autohandel,tier2,Die Wahl-Group ist eine Autohandelsgruppe mit regionalem Schwerpunkt in Hessen.,377500000.0,770.0,2.0,Wahl,1898.0,,,None Thomas Wahl,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Thomas,Wahl,Head of Sales / Vertriebsleiter,False,57.0,False,False
Altmühltaler Mineralbrunnen GmbH,altmuehltaler.de,Treuchtlingen,Bayern,DE,91757.0,09142 803 0,info@altmuehltaler.de,Handel,tier2,Das Werk in Treuchtlingen firmiert unter dem Namen „Altmühltaler Mineralbrunnen GmbH“ und verfügt über eine mehr als 100-jährige Familientradition. Dort stehen 3 Abfüllanlagen zur Produktion von Mineralwasser und sonstigen alkoholfreien Getränken.,380000000.0,1500.0,2.0,Aldi Nord,1596.0,,,None Günter Kutschera,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Günter,Kutschera,Head of Sales / Vertriebsleiter,False,57.0,False,False
Hugo Pfohe GmbH,hugopfohe.de,Hamburg,Hamburg,DE,22335.0,040-50060-0,ford@hugopfohe.de,Autohandel,tier2,"Hugo Pfohe ist einer der größten Ford-Händler und Vertragshändler für Ford, Land Rover und Volvo.",381000000.0,670.0,2.0,Pfohe,1919.0,,,None Philip Pfohe,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Philip,Pfohe,Head of Sales / Vertriebsleiter,False,57.0,False,False
MOHAG Motorwagen-Handelsgesellschaft mbH,mohag.de,Gelsenkirchen,Nordrhein-Westfalen,DE,45891.0,0209-3619-0,info@mohag.de,Autohandel,tier2,"Mohag ist der führende Ford-Partner im nördlichen Ruhrgebiet mit elf Standorten. SIXT ist zwar mehrheitlich am Eigenkapital beteiligt, hat jedoch keinen beherrschenden Einfluß auf die Führung.",383700000.0,314.0,2.0,Burdenski/Wellner,1927.0,,,None Andreas Wellner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Wellner,Geschäftsführer/CEO,True,57.0,False,False
Karl Preuß GmbH & Co.,wez.de,Minden,Nordrhein-Westfalen,DE,32423.0,0571 39080,info@wez.de,Lebensmittelhandel,tier2,arl Preuß GmbH & Co betreibt unter dem Namen „WEZ“ 22 Supermärkte im Kreis Minden-Lübbecke und den angrenzenden Gebieten und ist der größte Edeka-Händler Deutschlands.,252000000.0,1550.0,2.0,Preuß,1900.0,,,None Karl Stefan Preuß,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Karl Stefan,Preuß,Head of Sales / Vertriebsleiter,False,57.0,False,False
AHAG Automobile-Handelsgesellschaft Egon Gladen GmbH & Co. KG,ahag-group.de,Gelsenkirchen,Nordrhein-Westfalen,DE,45897.0,0209-360000,info@ahag-bmw.de,Autohandel,tier2,Die AHAG Group ist ein Auto-Handels-Unternehmen aus Gelsenkirchen.,253064696.0,346.0,2.0,Pieper-Gladen,1930.0,,,Dr. Christoph Piepen,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Christoph,Piepen,Geschäftsführer/CEO,True,57.0,False,False
Babyone Franchise- und Systemzentrale GmbH,babyone.de,Münster,Nordrhein-Westfalen,DE,48155.0,0251-7887-0,service@babyone.de,Einzelhandel,tier2,BabyOne ist die größte deutsche Fachmarktkette für Baby- und Kleinkindbedarf.,255500000.0,1000.0,2.0,Weischer,1988.0,,,None Wilhelm Weischer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Wilhelm,Weischer,Head of Sales / Vertriebsleiter,False,57.0,False,False
BiBA GmbH,biba.de,Duisburg,Nordrhein-Westfalen,DE,47167.0,0203-5196-0,info@biba.de,Modehandel,tier2,"Biba ist eine Modemarke mit dazugehörigen Shops, die Kollektionen für Frauen anbietet.",101000000.0,1100.0,2.0,Dreier,1963.0,,,None Oliver Kessel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Oliver,Kessel,Head of Sales / Vertriebsleiter,False,57.0,False,False
Autohaus Wolfsburg Hotz und Heitmann GmbH & Co. KG,autohaus-wolfsburg.de,Wolfsburg,Niedersachsen,DE,38440.0,05361-204-0,info@autohaus-wolfsburg.de,Autohandel,tier2,"Händler für Volkswagen Pkw und Nutzfahrzeuge sowie Audi, SEAT und ŠKODA.",404100000.0,1973.0,2.0,Heitmann/Hotz,1952.0,,,None Torsten-A. Kietzmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Torsten-A.,Kietzmann,Head of Sales / Vertriebsleiter,False,57.0,False,False
Mindfactory AG,mindfactory.de,Wilhelmshaven,Niedersachsen,DE,26388.0,04421-9131010,info@mindfactory.de,Versandhandel,tier2,Mindfactory ist ein Onlinehandel für Gaming und Hardwarekomponenten.,406000000.0,180.0,2.0,Clemen,1996.0,,,None Petra Clemen,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Petra,Clemen,Geschäftsführer/CEO,True,57.0,False,False
Pharma Logistik Austria GmbH,pharma-logistik.at,Wels,Oberösterreich,AT,4600.0,07242-490-10,office@pharma-logistik.at,Großhandel,tier2,Pharmalogistik,360000000.0,46.0,2.0,Fritsch Familie,,,,Roland Huemer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Roland,Huemer,Geschäftsführer/CEO,True,57.0,False,False
OBI Bau- und Heimwerkermärkte Systemzentrale GmbH,obi.at,Wien,Wien,AT,1030.0,01-41515-0,service@obi.at,Handel,tier2,Bau- und Gartenmärkte (32 Standorte),361000000.0,1900.0,2.0,Tengelmann Haub Familie (Deutschland),1970.0,,,Yvonne Bergkessel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Yvonne,Bergkessel,Head of Sales / Vertriebsleiter,False,57.0,False,False
Bega-Consult GmbH & Co.KG,bega-gruppe.de,Lügde,Nordrhein-Westfalen,DE,32676.0,05281 / 97 47 30,Lang@bega-consult.de,Möbelhandel,tier2,"Das Sortiment der Firma BEGA-CONSULT besteht aus Kommoden, Regalen, Schreibtischen, Heimbüros, Speisezimmern und Badezimmern. Die Möbel werden überwiegend aus Osteuropa bezogen.",363000000.0,171.0,2.0,Hilpert,1999.0,,,None Dieter Hilpert,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Dieter,Hilpert,Geschäftsführer/CEO,True,57.0,False,False
J. Enderweit Tankstellen GmbH,tanken-enderweit.de,Bielefeld,Nordrhein-Westfalen,DE,33611.0,0521-81096,j.e.engersche@freenet.de,Handel,tier2,Enderweit betreibt sieben Shell-Tankstellen sowie Waschanlagen in der Region Bielefeld.,375000000.0,50.0,2.0,Enderweit,2002.0,,,None Johannes Ohrem,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Johannes,Ohrem,Geschäftsführer/CEO,True,57.0,False,False
Autohaus Walkenhorst Osnabrück GmbH,bmw-walkenhorst.de,Osnabrück,Niedersachsen,DE,49080.0,0541-5000-0,info@walkenhorst-gruppe.de,Autohandel,tier2,Walkenhorst ist einer der größten BMW-Händler in Deutschland.,283000000.0,494.0,2.0,Wellergruppe,1954.0,,,None Henry Walkenhorst,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Henry,Walkenhorst,Geschäftsführer/CEO,True,57.0,False,False
Fischer Automobile GmbH,fischer-automobile.de,Neumarkt i.d.OPf.,Bayern,DE,92318.0,09181-4755-0,neumarkt@fischer-automobile.de,Autohandel,tier2,Fischer Automobile betreibt vier Autohäuser in der oberpfälzischen Region in Bayern.,209400000.0,485.0,2.0,Fischer,1982.0,,,None Thomas Fischer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Thomas,Fischer,Geschäftsführer/CEO,True,57.0,False,False
J. Knittel Söhne Verwaltungsges. mbH,knittel.de,Fulda,Hessen,DE,36043.0,0661-8391-0,zentrale@knittel.de,Handel,tier2,Knittel betreibt ein Tankstellennetz mit 73 Tankstellen unter den Marken Avia und Shell.,211348981.0,80.0,2.0,Weber Nf.,1871.0,,,None Udo Weber,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Udo,Weber,Geschäftsführer/CEO,True,57.0,False,False
Landbäckerei Ihle GmbH,ihle.de,Friedberg,Bayern,DE,86316.0,0821-66007-0,info@ihle.de,Handel,tier2,Die Landbäckerei Ihle ist ein Familienbetrieb in dritter Generation.,212500000.0,1500.0,2.0,Ihle,1890.0,,,None Wilhelm-Peter Ihle,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Wilhelm-Peter,Ihle,Head of Sales / Vertriebsleiter,False,57.0,False,False
Feinkost Käfer GmbH,feinkost-kaefer.de,München,Bayern,DE,81675.0,089-4168-0,kontakt@feinkost-kaefer.de,Handel,tier2,Feinkost Käfer ist die bekannteste deutsche Marke für hochwertige Lebensmittel und Feinkost.,140000000.0,1500.0,2.0,Kaefer,1930.0,,,None Michael Käfer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Michael,Käfer,Head of Sales / Vertriebsleiter,False,57.0,False,False
Brülle & Schmeltzer GmbH & Co. KG,sb-zentralmarkt.de,Lippstadt,Nordrhein-Westfalen,DE,59557.0,0 2941 200_x0096_0,info@sbzentralmarkt.de,Handel,tier2,Brülle und Schmeltzer betreibt unter dem Namen SB-Zentralmarkt drei sehr große Einkaufsstätten.,145400000.0,1300.0,2.0,Brülle,1856.0,,,None Allan Brülle,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Allan,Brülle,Head of Sales / Vertriebsleiter,False,57.0,False,False
Ludwig Meyer GmbH & Co. KG,meyer-logistik.com,Friedrichsdorf,Hessen,DE,61381.0,06175 40 07 0,info@meyer-logistik.com,Logistik,tier2,"Ludwig Meyer ist ein Logistikunternehmen, das seine Transportaktivitäten in drei Haupt-Geschäftsbereiche unterteilt. Diese nennen sich Frischelogistik, Quick-Service-Logistik und Social- sowie Cateringlogistik.",146000000.0,1500.0,2.0,Meyer,1949.0,,,None Heinz Meyer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Heinz,Meyer,Head of Sales / Vertriebsleiter,False,57.0,False,False
Spedition Pflaum GmbH,pflaum-logistik.de,Strullendorf,Bayern,DE,96129.0,09543-8222-0,info@pflaum-logistik.de,Logistik,tier2,"PFLAUM agiert bundesweit in den drei Geschäftsfeldern Transport, Logistik und LKW-Service.",149300000.0,1300.0,2.0,Pflaum,1980.0,,,None Norbert Fehn,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Norbert,Fehn,Head of Sales / Vertriebsleiter,False,57.0,False,False
Blumen-Risse GmbH & Co.,blumenrisse.de,Schwerte,Nordrhein-Westfalen,DE,58239.0,02304-965-0,info@blumen-risse.de,Einzelhandel,tier2,"Blumen Risse betreibt 170 Blumenfachgeschäfte, Gartencenter und Pflanzenmärkte in Nordrhein-Westfalen.",133864847.0,1714.0,2.0,Risse,1968.0,,,None Tina Risse-Stock,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Tina,Risse-Stock,Head of Sales / Vertriebsleiter,False,57.0,False,False
Müller - Die lila Logistik AG,lila-logistik.de,Besigheim,Baden-Württemberg,DE,74354.0,07143-810-0,info@lila-logistik.com,Logistik,tier2,"Die Lila-Logistik-Gruppe bietet an zahlreichen nationalen und internationalen Standorten sämtlichen logistischen Dienstleistungen in den Bereichen Beschaffung, Produktionsversorgung und -entsorgung sowie Distribution.",137000000.0,1463.0,2.0,Müller,1991.0,,,None Michael Müller,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Michael,Müller,Head of Sales / Vertriebsleiter,False,57.0,False,False
Sport-Tiedje GmbH,sport-tiedje.de,Schleswig,Schleswig-Holstein,DE,24837.0,04621-4210-0,info@sport-tiedje.de,Handel,tier2,"Sport-Tiedje hat sich auf den Handel mit Sport- und Fitnessgeräten, vor allem in Onlinebereich, spezialisiert. Der Vertrieb erfolgt über 67 eigene Fachmärkte in 9 europäischen Ländern sowie über 25 Onlineshops in 12 Sprachen.",203000000.0,700.0,2.0,Grau Fitness GmbH,2001.0,,,None Christian Grau,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Christian,Grau,Head of Sales / Vertriebsleiter,False,57.0,False,False
Otto Fricke & Co. GmbH,fricke-oil.de,Gütersloh,Nordrhein-Westfalen,DE,33330.0,05241-100-0,info@fricke-oil.de,Mineralölhandel,tier2,Seit 1858 ist die Familie Fricke im Energiegeschäft. Heute betreibt man 60 Tankstellen der Marke AVIA und regionales Schmierstoffgeschäft.,203800000.0,35.0,2.0,Schuster,1858.0,,,None Bernhard Austermann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Bernhard,Austermann,Geschäftsführer/CEO,True,57.0,False,False
AVIE GmbH,avie-apotheke.de,Merzig,Saarland,DE,66663.0,06867-920-9800,info@avie.de,Handel,tier2,Avie ist Deutschlands erste Apotheken-System-Vertriebs-Gesellschaft.,250000000.0,1000.0,2.0,Kohl Medical AG,,,,None Philipp Kohl,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Philipp,Kohl,Head of Sales / Vertriebsleiter,False,57.0,False,False
STORCH-CIRET Group,storch-ciret.com,Wuppertal,Nordrhein-Westfalen,DE,42107.0,0202-49200,info@storch-ciret.com,Handel,tier2,Die Unternehmen Storch-Ciret Group bieten Malerwerkzeuge sowie damit verbundene Dienstleistungen an.,250000000.0,1500.0,2.0,Rogusch / Sauer,1896.0,,,None Jörg Heinemann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Jörg,Heinemann,Head of Sales / Vertriebsleiter,False,57.0,False,False
HPV Hanseatic Petrol Vertriebs GmbH,go-tankstellen.de,Berlin,Berlin,DE,10719.0,030-322941-500,hpv@go-tankstellen.de,Handel,tier2,"Die Hanseatic Petrol Vertriebs-Gesellschaft, kurz HPV, ist eine Mineralölgesellschaft, die unter dem Markennamen Go ein Tankstellennetz in Deutschland betreibt.",251000000.0,102.0,2.0,BMV Mineralöl,2008.0,,,None Duraid El Obeid,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Duraid El,Obeid,Geschäftsführer/CEO,True,57.0,False,False
S & G Automobil AG,sug.de,Karlsruhe,Baden-Württemberg,DE,76185.0,0721-9565-0,info@sug.de,Autohandel,tier2,"S & G ist ein Vertragshändler für die Marken Daimler, Smart, Jeep und Mitsubishi.",359900000.0,727.0,2.0,Schoemperlen/Gast,1898.0,,,Dr. Jens Thiele,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Jens,Thiele,Head of Sales / Vertriebsleiter,False,57.0,False,False
Resch&Frisch Holding GmbH,resch-frisch.com,Wels,Oberösterreich,AT,4600.0,07242-2005-0,office@resch-frisch.com,Lebensmittelhandel-Drogerie-Haushalt,tier2,Bäckereien (18 Standorte),159700000.0,1700.0,2.0,Resch Familie,1924.0,,,Josef Resch,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Josef,Resch,Head of Sales / Vertriebsleiter,False,57.0,False,False
Kissel GmbH,freykissel.org,Landau in der Pfalz,Rheinland-Pfalz,DE,76829.0,06341-685-0,info@kissel-landau.de,Handel,tier2,Frey und Kissel ist eine Unternehmensgruppe die im Groß- und Einzelhandel mit dem Schwerpunkt Lebensmittel tätig ist.,162800000.0,1100.0,2.0,Kissel (Stiftung),1926.0,,,None Uwe Gebhardt,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Uwe,Gebhardt,Head of Sales / Vertriebsleiter,False,57.0,False,False
Finsterwalder Transport & Logistik Gruppe,finsterwalder.com,Türkheim,Bayern,DE,86842.0,08245-9680-0,info@finsterwalder.com,Logistik,tier2,Finsterwalder ist ein im Transport und Logistikwesen tätiges Unternehmen.,167000000.0,1500.0,2.0,Finsterwalder,1937.0,,,None Klaus Finsterwalder,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Klaus,Finsterwalder,Head of Sales / Vertriebsleiter,False,57.0,False,False
Diermeier Top Tank GmbH & Cie. KG,diermeier.de,Straubing,Bayern,DE,94315.0,09421-5686-90,info@diermeier.de,Mineralölhandel,tier2,"Diermeier ist ein Handelsunternehmen mit Hauptsitz im niederbayerischen Straubing, das mit Mineralölprodukten und biogenen Kraftstoffen handelt. Das Unternehmen betreibt u.a. vier autobahnnahe Tankhöfe.",200000000.0,150.0,2.0,Kreitl,1956.0,,,None Nikolai Kreitl,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Nikolai,Kreitl,Geschäftsführer/CEO,True,57.0,False,False
Berlin Brands Group (Chal-Tec GmbH),chal-tec.com,Berlin,Berlin,DE,10179.0,030 408 173 508,info@chal-tec.com,Handel,tier2,"Während die anfänglichen Schwerpunkte in der Veranstaltungs- und Eventtechnik gesetzt wurden, entwickelte sich die Produktpalette seit 2008 enorm weiter und umfasst nun Sortimente aus dem Sport-, Licht- und Modern Living Bereich.",334000000.0,900.0,2.0,Chaljawski,2005.0,,,None Peter Chaljawski,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Peter,Chaljawski,Head of Sales / Vertriebsleiter,False,57.0,False,False
Schaffrath-Gruppe,schaffrath.com,Mönchengladbach,Nordrhein-Westfalen,DE,41065.0,02161-242-0,info@schaffrath.com,Möbelhandel,tier2,Die Firma Friedhelm Schaffrath ist mit verschiedenen Vertriebsschienen Marktführer am Niederrhein: Die vier Wohnkaufhäuser sind große Einrichtungshäuser.,335000000.0,1400.0,2.0,Schaffrath,1961.0,,,None Friedhelm Schaffrath,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Friedhelm,Schaffrath,Head of Sales / Vertriebsleiter,False,57.0,False,False
Südstern - Bölle AG + Co KG,suedstern-boelle.de/startseite.html,Donaueschingen,Baden-Württemberg,DE,78166.0,0771-838-0,postmaster@suedstern-boelle.de,Autohandel,tier2,"Das Autohaus Südstern Bölle betreibt sieben Filialen in Baden-Württemberg, in denen verschiedene Automarken angeboten werden.",257000000.0,514.0,2.0,Wiesenthal Familie (Österreich),2000.0,,,None Johann Bucher,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Johann,Bucher,Head of Sales / Vertriebsleiter,False,57.0,False,False
FISHBULL Franz Fischer Qualitätswerkzeuge GmbH,sonderpreis-baumarkt.de,Neustadt b.Coburg,Bayern,DE,96465.0,09568-897270-0,info@fishbull.de,Großhandel,tier2,Unter dem Namen Sonderpreis Baumarkt werden zahlreiche Geschäfte in ganz Deutschland betrieben.,271900000.0,500.0,2.0,Brüder Fischer,,,,None Franz Fischer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Franz,Fischer,Head of Sales / Vertriebsleiter,False,57.0,False,False
Möbel Mahler Einrichtungszentrum GmbH & Co.KG,moebel-mahler.de,Neu-Ulm,Baden-Württemberg,DE,89231.0,0731 / 14042-0,info@moebel-mahler.de,Möbelhandel,tier2,Möbel Mahler betreibt drei größere Einrichtungshäuser in Deutschland.,276000000.0,1600.0,2.0,Mahler,1900.0,,,None Michael Mahler,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Michael,Mahler,Head of Sales / Vertriebsleiter,False,57.0,False,False
